25.238539 121.634395
25.238125 121.633438
25.237511 121.632161
25.236659 121.63007
25.235893 121.628545
25.235063 121.627161
25.232921 121.623826
25.230908 121.620455
25.228483 121.615916
25.227395 121.614319
25.225956 121.612189
25.224134 121.609457
25.221799 121.605979
25.21828 121.601152
25.212168 121.593023
25.211431 121.592347
25.210791 121.59146
25.209802 121.589298
25.208686 121.586782
25.207125 121.582778
25.205914 121.579943
25.205148 121.578278
25.20448 121.576294
25.203843 121.574594
25.203142 121.573035
25.202374 121.571758
25.201255 121.570126
25.200454 121.569097
25.199462 121.567819
25.196738 121.564801
25.19565 121.563523
25.194593 121.562245
25.193665 121.560898
25.193282 121.560118
25.192866 121.559621
25.192003 121.558096
25.191173 121.556395
25.19015 121.554374
25.188679 121.551963
25.187912 121.550793
25.186888 121.549162
25.185799 121.547743
25.184807 121.546289
25.183816 121.54487
25.182919 121.54377
25.18215 121.542954
25.181253 121.541854
25.1801 121.540328
25.179172 121.538875
25.178438 121.537457
25.174857 121.531078
25.172459 121.526931
25.170419 121.523676
25.169026 121.521474
25.162941 121.514664
25.157008 121.50693
25.152405 121.50085
25.147709 121.49546
25.142859 121.48997
25.14253 121.489494
25.141483 121.48823
25.140674 121.48723
25.138354 121.484304
25.137593 121.483409
25.136355 121.482457
25.133067 121.480083
25.128351 121.475708
25.126731 121.474285
25.123635 121.471702
25.121633 121.470277
25.119964 121.469117
25.117676 121.467481
25.116008 121.466373
25.114006 121.464792
25.11148 121.462788
25.105905 121.458202
25.102762 121.45499
25.101238 121.45362
25.099427 121.452197
25.096566 121.450246
25.091131 121.446553
25.084789 121.442333
25.081975 121.440907
25.079924 121.439851
25.076822 121.438476
25.075344 121.437945
25.074246 121.437522
25.073005 121.437045
25.071813 121.436569
25.068472 121.435351
25.065035 121.43429
25.062553 121.433495
25.059069 121.432485
25.05401 121.430737
25.047615 121.428093
25.044181 121.426298
25.043084 121.42556
25.041987 121.425031
25.041163 121.424501
25.039172 121.423448
25.037502 121.422656
25.035833 121.421811
25.034449 121.421178
25.032685 121.42028
25.030538 121.419172
25.027245 121.41785
25.023569 121.416841
25.02123 121.416308
25.018555 121.415985
25.016693 121.415822
25.015642 121.415818
25.013253 121.415758
25.005894 121.416309
X
24.906491 121.234969
24.906886 121.223377
24.907698 121.182187
24.905081 121.158793
24.902145 121.142772
24.899637 121.131014
24.897631 121.122098
24.896125 121.114603
24.894189 121.106713
24.891163 121.098133
24.887724 121.089669
24.885355 121.079098
24.88313 121.071051
24.88083 121.064897
24.878817 121.058902
24.877669 121.052749
24.87533 121.045143
24.873444 121.040176
X
24.801381 121.022277
24.801501 121.020773
24.801681 121.016389
24.801801 121.008015
24.801773 121.004711
24.800999 120.997213
24.800523 120.995687
24.800225 120.993961
24.799629 120.991971
24.797961 120.987393
24.797366 120.986066
24.79558 120.983279
24.794627 120.980691
24.794031 120.97943
24.793554 120.977838
24.792959 120.976577
24.792243 120.972862
24.792004 120.970075
24.792004 120.968218
24.792836 120.961119
24.794146 120.95873
24.79474 120.956341
24.794382 120.953355
24.793905 120.951829
24.793189 120.948512
24.791998 120.944598
24.791282 120.941082
24.790923 120.938892
24.789612 120.935509
24.789373 120.93405
24.788001 120.930269
24.787346 120.929407
24.786572 120.927881
24.785975 120.925891
24.78526 120.924233
X
24.777974 121.172319
24.778414 121.171719
24.779129 121.170578
24.779789 121.169256
24.780615 121.167815
24.781938 121.164871
24.783645 121.161267
24.784417 121.159043
24.784858 121.158142
24.785518 121.156761
24.786511 121.153877
24.787557 121.151714
24.787999 121.150393
24.78844 121.149071
24.788827 121.147869
24.789931 121.144624
24.790757 121.142641
24.791365 121.140297
24.791643 121.138614
24.791976 121.13669
24.792145 121.134526
24.792316 121.13164
24.792216 121.127732
24.792217 121.127372
24.791838 121.125688
24.791843 121.123223
24.792181 121.119014
24.792519 121.114746
24.792359 121.112882
24.79258 121.111561
24.792423 121.108915
24.792426 121.107472
24.792871 121.104046
24.792929 121.102783
24.793314 121.101641
24.793214 121.097372
24.792835 121.095207
24.792511 121.092983
24.792404 121.0919
24.792026 121.089014
24.791757 121.086849
24.791648 121.086368
24.791599 121.083663
24.791713 121.081198
24.791609 121.078372
24.791012 121.075365
24.790687 121.073982
24.790253 121.071396
24.789845 121.067707
24.788343 121.056211
24.787627 121.054327
24.787054 121.052626
24.786672 121.051814
24.786219 121.050977
24.784834 121.048988
24.784261 121.048124
24.783855 121.047522
24.783568 121.047156
24.78321 121.046737
24.782923 121.046135
24.782732 121.045795
24.782446 121.045428
24.781995 121.04485
24.78183 121.044567
24.780829 121.042853
24.777904 121.038043
24.776245 121.035691
24.775754 121.034845
24.774879 121.033338
24.77322 121.030207
24.773124 121.030025
24.76799 121.018599
24.76441 121.012622
X
24.789845 121.067707
24.789715 121.066526
24.789319 121.062727
24.788986 121.060608
24.788819 121.059404
24.7887 121.058095
24.788533 121.056996
24.788415 121.056551
24.788367 121.056237
24.76441 121.012622
24.763758 121.011535
24.760929 121.006619
24.758099 121.003413
24.757416 121.00181
24.753806 120.995826
24.751561 120.991765
24.748828 120.988132
24.746681 120.985674
24.744632 120.983217
24.742486 120.981401
24.739557 120.977662
24.736795 120.973089
24.733263 120.967577
24.732768 120.967432
24.730779 120.964733
24.728742 120.961542
24.726566 120.957465
24.726291 120.956432
24.724795 120.953484
24.723936 120.952455
24.719917 120.945054
24.717632 120.940851
24.716879 120.939464
24.714527 120.936457
24.712536 120.933582
24.713314 120.934705
24.712536 120.933582
24.710781 120.9307
24.710312 120.929978
24.709333 120.929001
24.704033 120.922389
X
24.529926 120.924781
24.53361 120.92648
24.537917 120.928292
24.540616 120.929539
24.543198 120.930658
24.544384 120.931453
24.546361 120.932603
24.549075 120.934072
24.551738 120.935435
24.553319 120.936319
24.55577 120.937925
24.558468 120.9394
24.56153 120.941327
24.565731 120.94366
24.568224 120.945635
24.570559 120.947562
24.573621 120.949774
24.575386 120.951079
24.576714 120.95196
24.578707 120.95363
24.580823 120.955051
24.582562 120.955937
24.58426 120.957089
24.585921 120.958053
24.588723 120.960038
24.591629 120.961626
24.592837 120.962657
24.595364 120.964462
24.599315 120.967339
24.602059 120.968943
24.604549 120.970985
24.606781 120.97212
24.609064 120.973367
24.612515 120.975743
24.614875 120.977113
24.617574 120.979155
X
24.402937 120.835232
24.402195 120.834789
24.401172 120.834161
24.400501 120.833638
24.399796 120.83287
24.399028 120.831997
24.39811 120.830588
24.397886 120.829609
24.39779 120.8287
24.397947 120.827651
24.398106 120.826777
24.398136 120.825868
24.397881 120.825414
24.396836 120.824105
24.396017 120.823079
24.394729 120.821466
24.39423 120.82084
24.393976 120.820614
24.39343 120.820141
24.393143 120.819861
24.392785 120.819301
24.39265 120.819038
24.392639 120.819045
24.393047 120.818637
24.393526 120.81786
24.393863 120.817025
24.394378 120.816422
24.395088 120.816052
24.396065 120.815585
24.396616 120.815293
24.39738 120.814651
24.398446 120.814223
24.399423 120.813445
24.400666 120.812259
24.402157 120.810606
24.40253 120.810024
24.40299 120.808955
24.403096 120.808509
24.403167 120.80812
24.403344 120.807654
24.403397 120.807091
24.403325 120.806548
24.403289 120.806062
24.403413 120.805693
24.403714 120.805091
24.403773 120.8045
24.403773 120.804285
24.403723 120.804029
24.403686 120.803854
24.40371 120.803571
24.403818 120.8028
24.403746 120.802257
24.40378 120.801675
24.403868 120.800841
24.403903 120.800414
24.403832 120.800064
24.403656 120.798646
24.403284 120.797079
24.403097 120.795917
24.402865 120.794653
24.403511 120.793135
24.404428 120.79235
24.41016 120.780685
24.410625 120.779025
24.410966 120.77747
24.411235 120.775996
24.411258 120.77546
24.411184 120.774978
24.411012 120.774603
24.410643 120.774148
24.410176 120.773801
24.409783 120.773266
24.409217 120.772329
24.408455 120.771312
24.407743 120.770644
24.406563 120.769628
24.404918 120.768479
24.400697 120.765168
24.366115 120.743925
24.364601 120.743364
24.361298 120.742648
24.356871 120.741664
24.356871 120.741727
24.320253 120.737053
24.312689 120.736853
24.309761 120.736556
24.307663 120.735956
24.304615 120.735747
24.304101 120.735662
24.301608 120.735581
24.300025 120.735714
24.295119 120.73555
24.292224 120.735252
24.289233 120.734951
24.287312 120.734828
24.283723 120.734987
24.273662 120.73548
24.258743 120.735322
24.249425 120.734861
24.246324 120.73408
24.238765 120.732178
24.236311 120.731384
24.23162 120.729752
24.224798 120.727865
24.220755 120.726456
24.218715 120.725631
24.217731 120.725218
24.215764 120.724876
24.212814 120.724329
24.211133 120.72416
24.209738 120.724301
24.206916 120.724446
